Country,City,District,Neighborhood,Neighborhood_lookup,Subdivision,Lat,Lon,Year,Price/m2
Spain,Madrid,Chamberí,072 Arapiles,Arapiles,,,,2003,4010.0
Spain,Madrid,Chamberí,073 Trafalgar,Trafalgar,,,,2003,4107.0
Spain,Madrid,Chamberí,074 Almagro,Almagro,,,,2003,5057.0
Spain,Madrid,Chamberí,075 Ríos Rosas,Nuevos Ministerios-Ríos Rosas,,,,2003,4297.0
Spain,Madrid,Chamberí,076 Vallehermoso,Vallehermoso,,,,2003,4201.0
Spain,Madrid,Fuencarral-El Pardo,081 El Pardo,El Pardo,,,,2003,2171.0
Spain,Madrid,Fuencarral-El Pardo,082 Fuentelarreina,Fuentelarreina,,,,2003,2574.0
Spain,Madrid,Fuencarral-El Pardo,083 Peña Grande,Peñagrande,,,,2003,3135.0
Spain,Madrid,Fuencarral-El Pardo,084 El Pilar,Pilar,,,,2003,3399.0
Spain,Madrid,Fuencarral-El Pardo,085 La Paz,La Paz,,,,2003,3550.0
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,Tres Olivos,40.499431,-3.69177,2003,
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,PAU Las Tablas,40.50596,-3.670523,2003,
Spain,Madrid,Fuencarral-El Pardo,087 Mirasierra,Mirasierra,,,,2003,3633.0
Spain,Madrid,Fuencarral-El Pardo,088 El Goloso,El Goloso,,,,2003,
Spain,Madrid,Moncloa-Aravaca,091 Casa de Campo,Casa de Campo,,,,2003,3461.0
Spain,Madrid,Moncloa-Aravaca,092 Argüelles,Argüelles,,,,2003,3889.0
Spain,Madrid,Moncloa-Aravaca,093 Ciudad Universitaria,Ciudad Universitaria,,,,2003,3529.0
Spain,Madrid,Moncloa-Aravaca,094 Valdezarza,Valdezarza,,,,2003,3206.0
Spain,Madrid,Moncloa-Aravaca,095 Valdemarín,Valdemarín,,,,2003,3799.0
Spain,Madrid,Moncloa-Aravaca,096 El Plantío,El Plantío,,,,2003,2685.0
Spain,Madrid,Moncloa-Aravaca,097 Aravaca,Aravaca,,,,2003,2920.0
Spain,Madrid,Latina,101 Los Cármenes,Los Cármenes,,,,2003,2850.0
Spain,Madrid,Latina,102 Puerta del Ángel,Puerta del Angel,,,,2003,2681.0
Spain,Madrid,Latina,103 Lucero,Lucero,,,,2003,2631.0
Spain,Madrid,Latina,104 Aluche,Aluche,,,,2003,2585.0
Spain,Madrid,Latina,105 Campamento,Campamento,,,,2003,2806.0
Spain,Madrid,Latina,106 Cuatro Vientos,Cuatro Vientos,,,,2003,3118.0
Spain,Madrid,Latina,107 Las Águilas,Las Águilas,,,,2003,2750.0
Spain,Madrid,Carabanchel,111 Comillas,Comillas,,,,2003,2643.0
Spain,Madrid,Carabanchel,112 Opañel,Opañel,,,,2003,2749.0
Spain,Madrid,Carabanchel,113 San Isidro,San Isidro,,,,2003,2549.0
Spain,Madrid,Carabanchel,114 Vista Alegre,Vista Alegre,,,,2003,2675.0
Spain,Madrid,Carabanchel,115 Puerta Bonita,Puerta Bonita,,,,2003,2491.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,,,,2003,2728.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,PAU de Carabanchel,40.364258,-3.761437,2003,
Spain,Madrid,Carabanchel,117 Abrantes,Abrantes,,,,2003,2703.0
Spain,Madrid,Usera,121 Orcasitas,Orcasitas,,,,2003,2313.0
Spain,Madrid,Usera,122 Orcasur,12 de Octubre-Orcasur,,,,2003,2656.0
Spain,Madrid,Usera,123 San Fermín,San Fermín,,,,2003,2492.0
Spain,Madrid,Usera,124 Almendrales,Almendrales,,,,2003,2699.0
Spain,Madrid,Usera,125 Moscardó,Moscardó,,,,2003,2734.0
Spain,Madrid,Usera,126 Zofío,Zofío,,,,2003,2725.0
Spain,Madrid,Usera,127 Pradolongo,Pradolongo,,,,2003,2576.0
Spain,Madrid,Puente de Vallecas,131 Entrevías,Entrevías,,,,2003,2274.0
Spain,Madrid,Puente de Vallecas,132 San Diego,San Diego,,,,2003,2694.0
Spain,Madrid,Puente de Vallecas,133 Palomeras Bajas,Palomeras Bajas,,,,2003,2507.0
Spain,Madrid,Puente de Vallecas,134 Palomeras Sureste,Palomeras Sureste,,,,2003,2550.0
Spain,Madrid,Puente de Vallecas,135 Portazgo,Portazgo,,,,2003,2275.0
Spain,Madrid,Puente de Vallecas,136 Numancia,Numancia,,,,2003,2725.0
Spain,Madrid,Moratalaz,141 Pavones,Pavones,,,,2003,2575.0
Spain,Madrid,Moratalaz,142 Horcajo,Horcajo,,,,2003,3592.0
Spain,Madrid,Moratalaz,143 Marroquina,Marroquina,,,,2003,3293.0
Spain,Madrid,Moratalaz,144 Media Legua,Media Legua,,,,2003,2908.0
Spain,Madrid,Moratalaz,145 Fontarrón,Fontarrón,,,,2003,2670.0
Spain,Madrid,Moratalaz,146 Vinateros,Vinateros,,,,2003,2787.0
Spain,Madrid,Ciudad Lineal,151 Ventas,Ventas,,,,2003,3059.0
Spain,Madrid,Ciudad Lineal,152 Pueblo Nuevo,Pueblo Nuevo,,,,2003,2987.0
Spain,Madrid,Ciudad Lineal,153 Quintana,Quintana,,,,2003,3371.0
Spain,Madrid,Ciudad Lineal,154 Concepción,Concepción,,,,2003,3939.0
Spain,Madrid,Ciudad Lineal,155 San Pascual,San Pascual,,,,2003,3327.0
Spain,Madrid,Ciudad Lineal,156 San Juan Bautista,San Juan Bautista,,,,2003,4042.0
Spain,Madrid,Ciudad Lineal,157 Colina,Colina,,,,2003,4165.0
Spain,Madrid,Ciudad Lineal,158 Atalaya,Atalaya,,,,2003,4127.0
Spain,Madrid,Ciudad Lineal,159 Costillares,Costillares,,,,2003,3624.0
Spain,Madrid,Hortaleza,161 Palomas,Palomas,,,,2003,3672.0
Spain,Madrid,Hortaleza,162 Piovera,Conde Orgaz-Piovera,,,,2003,4706.0
Spain,Madrid,Hortaleza,163 Canillas,Canillas,,,,2003,3117.0
Spain,Madrid,Hortaleza,164 Pinar del Rey,Pinar del Rey,,,,2003,3005.0
Spain,Madrid,Hortaleza,165 Apóstol Santiago,Apóstol Santiago,,,,2003,2735.0
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,PAU Sanchinarro,40.493694,-3.660339,2003,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Valdebebas – Valdefuentes,40.482496,-3.616277,2003,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Virgen del Cortijo – Manoteras,40.487688,-3.660896,2003,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,El Encinar de los Reyes,40.507724,-3.644881,2003,
Spain,Madrid,Villaverde,171 San Andrés,San Andrés,,,,2003,2239.0
Spain,Madrid,Villaverde,172 San Cristóbal,San Cristóbal,,,,2003,2119.0
Spain,Madrid,Villaverde,173 Butarque,Butarque,,,,2003,
Spain,Madrid,Villaverde,174 Los Rosales,Los Rosales,,,,2003,2310.0
Spain,Madrid,Villaverde,175 Los Ángeles,Los Ángeles,,,,2003,2314.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,,,,2003,2592.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,Ensanche de Vallecas – Valdecarros,40.368166,-3.610482,2003,
Spain,Madrid,Villa de Vallecas,182 Santa Eugenia,Santa Eugenia,,,,2003,2498.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,,,,2003,2977.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,Valdebernardo – Valderribas,40.401672,-3.621428,2003,
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,El Cañaveral - Los Berrocales,40.401441,-3.552554,2003,
Spain,Madrid,Vicálvaro,192 Ambroz,Ambroz,,,,2003,
Spain,Madrid,San Blas-Canillejas,201 Simancas,Simancas,,,,2003,3043.0
Spain,Madrid,San Blas-Canillejas,202 Hellín,Hellín,,,,2003,2479.0
Spain,Madrid,San Blas-Canillejas,203 Amposta,Amposta,,,,2003,2558.0
Spain,Madrid,San Blas-Canillejas,204 Arcos,Arcos,,,,2003,2719.0
Spain,Madrid,San Blas-Canillejas,205 Rosas,Rosas,,,,2003,3307.0
Spain,Madrid,San Blas-Canillejas,206 Rejas,Rejas,,,,2003,3140.0
Spain,Madrid,San Blas-Canillejas,207 Canillejas,Canillejas,,,,2003,2469.0
Spain,Madrid,San Blas-Canillejas,208 El Salvador,Salvador,,,,2003,3386.0
Spain,Madrid,Barajas,211 Alameda de Osuna,Alameda de Osuna,,,,2003,2812.0
Spain,Madrid,Barajas,212 Aeropuerto,Aeropuerto,,,,2003,
Spain,Madrid,Barajas,213 Casco Histórico de Barajas,Casco Histórico de Barajas,,,,2003,2865.0
Spain,Madrid,Barajas,214 Timón,Timón,,,,2003,2908.0
Spain,Madrid,Barajas,215 Corralejos,Campo de las Naciones-Corralejos,,,,2003,3685.0
Spain,Madrid,Centro,011 Palacio,Palacio,,,,2004,4128.0
Spain,Madrid,Centro,012 Embajadores,Lavapiés-Embajadores,,,,2004,3401.0
Spain,Madrid,Centro,013 Cortes,Huertas-Cortes,,,,2004,4107.0
Spain,Madrid,Centro,014 Justicia,Chueca-Justicia,,,,2004,4151.0
Spain,Madrid,Centro,015 Universidad,Malasaña-Universidad,,,,2004,3857.0
Spain,Madrid,Centro,016 Sol,Sol,,,,2004,4029.0
Spain,Madrid,Arganzuela,021 Imperial,Imperial,,,,2004,3507.0
Spain,Madrid,Arganzuela,022 Las Acacias,Acacias,,,,2004,3793.0
Spain,Madrid,Arganzuela,023 La Chopera,Chopera,,,,2004,3434.0
Spain,Madrid,Arganzuela,024 Legazpi,Legazpi,,,,2004,3714.0
Spain,Madrid,Arganzuela,025 Delicias,Delicias,,,,2004,3751.0
Spain,Madrid,Arganzuela,026 Palos de Moguer,Palos de Moguer,,,,2004,3497.0
Spain,Madrid,Arganzuela,027 Atocha,Atocha,,,,2004,
Spain,Madrid,Retiro,031 Pacífico,Pacífico,,,,2004,3853.0
Spain,Madrid,Retiro,032 Adelfas,Adelfas,,,,2004,3669.0
Spain,Madrid,Retiro,033 Estrella,Estrella,,,,2004,3815.0
Spain,Madrid,Retiro,034 Ibiza,Ibiza,,,,2004,4515.0
Spain,Madrid,Retiro,035 Jerónimos,Jerónimos,,,,2004,4595.0
Spain,Madrid,Retiro,036 Niño Jesús,Niño Jesús,,,,2004,4583.0
Spain,Madrid,Salamanca,041 Recoletos,Recoletos,,,,2004,5543.0
Spain,Madrid,Salamanca,042 Goya,Goya,,,,2004,4705.0
Spain,Madrid,Salamanca,043 Fuente del Berro,Fuente del Berro,,,,2004,4055.0
Spain,Madrid,Salamanca,044 Guindalera,Guindalera,,,,2004,3795.0
Spain,Madrid,Salamanca,045 Lista,Lista,,,,2004,4682.0
Spain,Madrid,Salamanca,046 Castellana,Castellana,,,,2004,5376.0
Spain,Madrid,Chamartín,051 El Viso,El Viso,,,,2004,5173.0
Spain,Madrid,Chamartín,052 Prosperidad,Prosperidad,,,,2004,3869.0
Spain,Madrid,Chamartín,053 Ciudad Jardín,Ciudad Jardín,,,,2004,4009.0
Spain,Madrid,Chamartín,054 Hispanoamérica,Bernabéu-Hispanoamérica,,,,2004,4852.0
Spain,Madrid,Chamartín,055 Nueva España,Nueva España,,,,2004,4935.0
Spain,Madrid,Chamartín,056 Castilla,Castilla,,,,2004,4076.0
Spain,Madrid,Tetuán,061 Bellas Vistas,Bellas Vistas,,,,2004,3523.0
Spain,Madrid,Tetuán,062 Cuatro Caminos,Cuatro Caminos,,,,2004,4152.0
Spain,Madrid,Tetuán,063 Castillejos,Cuzco-Castillejos,,,,2004,4412.0
Spain,Madrid,Tetuán,064 Almenara,Ventilla-Almenara,,,,2004,3638.0
Spain,Madrid,Tetuán,065 Valdeacederas,Valdeacederas,,,,2004,3475.0
Spain,Madrid,Tetuán,066 Berruguete,Berruguete,,,,2004,3573.0
Spain,Madrid,Chamberí,071 Gaztambide,Gaztambide,,,,2004,4293.0
Spain,Madrid,Chamberí,072 Arapiles,Arapiles,,,,2004,4369.0
Spain,Madrid,Chamberí,073 Trafalgar,Trafalgar,,,,2004,4501.0
Spain,Madrid,Chamberí,074 Almagro,Almagro,,,,2004,5141.0
Spain,Madrid,Chamberí,075 Ríos Rosas,Nuevos Ministerios-Ríos Rosas,,,,2004,4403.0
Spain,Madrid,Chamberí,076 Vallehermoso,Vallehermoso,,,,2004,4445.0
Spain,Madrid,Fuencarral-El Pardo,081 El Pardo,El Pardo,,,,2004,
Spain,Madrid,Fuencarral-El Pardo,082 Fuentelarreina,Fuentelarreina,,,,2004,
Spain,Madrid,Fuencarral-El Pardo,083 Peña Grande,Peñagrande,,,,2004,3606.0
Spain,Madrid,Fuencarral-El Pardo,084 El Pilar,Pilar,,,,2004,3679.0
Spain,Madrid,Fuencarral-El Pardo,085 La Paz,La Paz,,,,2004,3645.0
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,Tres Olivos,40.499431,-3.69177,2004,
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,PAU Las Tablas,40.50596,-3.670523,2004,
Spain,Madrid,Fuencarral-El Pardo,087 Mirasierra,Mirasierra,,,,2004,3986.0
Spain,Madrid,Fuencarral-El Pardo,088 El Goloso,El Goloso,,,,2004,
Spain,Madrid,Moncloa-Aravaca,091 Casa de Campo,Casa de Campo,,,,2004,3622.0
Spain,Madrid,Moncloa-Aravaca,092 Argüelles,Argüelles,,,,2004,4362.0
Spain,Madrid,Moncloa-Aravaca,093 Ciudad Universitaria,Ciudad Universitaria,,,,2004,3881.0
Spain,Madrid,Moncloa-Aravaca,094 Valdezarza,Valdezarza,,,,2004,3307.0
Spain,Madrid,Moncloa-Aravaca,095 Valdemarín,Valdemarín,,,,2004,4177.0
Spain,Madrid,Moncloa-Aravaca,096 El Plantío,El Plantío,,,,2004,
Spain,Madrid,Moncloa-Aravaca,097 Aravaca,Aravaca,,,,2004,3540.0
Spain,Madrid,Latina,101 Los Cármenes,Los Cármenes,,,,2004,3028.0
Spain,Madrid,Latina,102 Puerta del Ángel,Puerta del Angel,,,,2004,3033.0
Spain,Madrid,Latina,103 Lucero,Lucero,,,,2004,2848.0
Spain,Madrid,Latina,104 Aluche,Aluche,,,,2004,2977.0
Spain,Madrid,Latina,105 Campamento,Campamento,,,,2004,3040.0
Spain,Madrid,Latina,106 Cuatro Vientos,Cuatro Vientos,,,,2004,
Spain,Madrid,Latina,107 Las Águilas,Las Águilas,,,,2004,2934.0
Spain,Madrid,Carabanchel,111 Comillas,Comillas,,,,2004,2851.0
Spain,Madrid,Carabanchel,112 Opañel,Opañel,,,,2004,2844.0
Spain,Madrid,Carabanchel,113 San Isidro,San Isidro,,,,2004,2869.0
Spain,Madrid,Carabanchel,114 Vista Alegre,Vista Alegre,,,,2004,2784.0
Spain,Madrid,Carabanchel,115 Puerta Bonita,Puerta Bonita,,,,2004,2771.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,,,,2004,2840.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,PAU de Carabanchel,40.364258,-3.761437,2004,
Spain,Madrid,Carabanchel,117 Abrantes,Abrantes,,,,2004,2858.0
Spain,Madrid,Usera,121 Orcasitas,Orcasitas,,,,2004,2466.0
Spain,Madrid,Usera,122 Orcasur,12 de Octubre-Orcasur,,,,2004,
Spain,Madrid,Usera,123 San Fermín,San Fermín,,,,2004,2617.0
Spain,Madrid,Usera,124 Almendrales,Almendrales,,,,2004,2791.0
Spain,Madrid,Usera,125 Moscardó,Moscardó,,,,2004,3007.0
Spain,Madrid,Usera,126 Zofío,Zofío,,,,2004,2781.0
Spain,Madrid,Usera,127 Pradolongo,Pradolongo,,,,2004,2883.0
Spain,Madrid,Puente de Vallecas,131 Entrevías,Entrevías,,,,2004,2597.0
Spain,Madrid,Puente de Vallecas,132 San Diego,San Diego,,,,2004,2941.0
Spain,Madrid,Puente de Vallecas,133 Palomeras Bajas,Palomeras Bajas,,,,2004,2778.0
Spain,Madrid,Puente de Vallecas,134 Palomeras Sureste,Palomeras Sureste,,,,2004,2735.0
Spain,Madrid,Puente de Vallecas,135 Portazgo,Portazgo,,,,2004,2645.0
Spain,Madrid,Puente de Vallecas,136 Numancia,Numancia,,,,2004,3040.0
Spain,Madrid,Moratalaz,141 Pavones,Pavones,,,,2004,2970.0
Spain,Madrid,Moratalaz,142 Horcajo,Horcajo,,,,2004,3359.0
Spain,Madrid,Moratalaz,143 Marroquina,Marroquina,,,,2004,3327.0
Spain,Madrid,Moratalaz,144 Media Legua,Media Legua,,,,2004,3295.0
Spain,Madrid,Moratalaz,145 Fontarrón,Fontarrón,,,,2004,2919.0
Spain,Madrid,Moratalaz,146 Vinateros,Vinateros,,,,2004,3065.0
Spain,Madrid,Ciudad Lineal,151 Ventas,Ventas,,,,2004,3162.0
Spain,Madrid,Ciudad Lineal,152 Pueblo Nuevo,Pueblo Nuevo,,,,2004,3117.0
Spain,Madrid,Ciudad Lineal,153 Quintana,Quintana,,,,2004,3403.0
Spain,Madrid,Ciudad Lineal,154 Concepción,Concepción,,,,2004,3727.0
Spain,Madrid,Ciudad Lineal,155 San Pascual,San Pascual,,,,2004,4397.0
Spain,Madrid,Ciudad Lineal,156 San Juan Bautista,San Juan Bautista,,,,2004,4567.0
Spain,Madrid,Ciudad Lineal,157 Colina,Colina,,,,2004,4079.0
Spain,Madrid,Ciudad Lineal,158 Atalaya,Atalaya,,,,2004,4529.0
Spain,Madrid,Ciudad Lineal,159 Costillares,Costillares,,,,2004,3782.0
Spain,Madrid,Hortaleza,161 Palomas,Palomas,,,,2004,4156.0
Spain,Madrid,Hortaleza,162 Piovera,Conde Orgaz-Piovera,,,,2004,4560.0
Spain,Madrid,Hortaleza,163 Canillas,Canillas,,,,2004,3514.0
Spain,Madrid,Hortaleza,164 Pinar del Rey,Pinar del Rey,,,,2004,3261.0
Spain,Madrid,Hortaleza,165 Apóstol Santiago,Apóstol Santiago,,,,2004,3083.0
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,PAU Sanchinarro,40.493694,-3.660339,2004,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Valdebebas – Valdefuentes,40.482496,-3.616277,2004,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Virgen del Cortijo – Manoteras,40.487688,-3.660896,2004,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,El Encinar de los Reyes,40.507724,-3.644881,2004,
Spain,Madrid,Villaverde,171 San Andrés,San Andrés,,,,2004,2685.0
Spain,Madrid,Villaverde,172 San Cristóbal,San Cristóbal,,,,2004,2359.0
Spain,Madrid,Villaverde,173 Butarque,Butarque,,,,2004,2789.0
Spain,Madrid,Villaverde,174 Los Rosales,Los Rosales,,,,2004,2732.0
Spain,Madrid,Villaverde,175 Los Ángeles,Los Ángeles,,,,2004,2782.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,,,,2004,2755.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,Ensanche de Vallecas – Valdecarros,40.368166,-3.610482,2004,
Spain,Madrid,Villa de Vallecas,182 Santa Eugenia,Santa Eugenia,,,,2004,2587.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,,,,2004,3136.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,Valdebernardo – Valderribas,40.401672,-3.621428,2004,
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,El Cañaveral - Los Berrocales,40.401441,-3.552554,2004,
Spain,Madrid,Vicálvaro,192 Ambroz,Ambroz,,,,2004,2980.0
Spain,Madrid,San Blas-Canillejas,201 Simancas,Simancas,,,,2004,3391.0
Spain,Madrid,San Blas-Canillejas,202 Hellín,Hellín,,,,2004,2745.0
Spain,Madrid,San Blas-Canillejas,203 Amposta,Amposta,,,,2004,3012.0
Spain,Madrid,San Blas-Canillejas,204 Arcos,Arcos,,,,2004,2737.0
Spain,Madrid,San Blas-Canillejas,205 Rosas,Rosas,,,,2004,3558.0
Spain,Madrid,San Blas-Canillejas,206 Rejas,Rejas,,,,2004,3200.0
Spain,Madrid,San Blas-Canillejas,207 Canillejas,Canillejas,,,,2004,2906.0
Spain,Madrid,San Blas-Canillejas,208 El Salvador,Salvador,,,,2004,3512.0
Spain,Madrid,Barajas,211 Alameda de Osuna,Alameda de Osuna,,,,2004,3226.0
Spain,Madrid,Barajas,212 Aeropuerto,Aeropuerto,,,,2004,
Spain,Madrid,Barajas,213 Casco Histórico de Barajas,Casco Histórico de Barajas,,,,2004,3218.0
Spain,Madrid,Barajas,214 Timón,Timón,,,,2004,3389.0
Spain,Madrid,Barajas,215 Corralejos,Campo de las Naciones-Corralejos,,,,2004,3959.0
Spain,Madrid,Centro,011 Palacio,Palacio,,,,2005,4503.0
Spain,Madrid,Centro,012 Embajadores,Lavapiés-Embajadores,,,,2005,3852.0
Spain,Madrid,Centro,013 Cortes,Huertas-Cortes,,,,2005,4610.0
Spain,Madrid,Centro,014 Justicia,Chueca-Justicia,,,,2005,4396.0
Spain,Madrid,Centro,015 Universidad,Malasaña-Universidad,,,,2005,4337.0
Spain,Madrid,Centro,016 Sol,Sol,,,,2005,4591.0
Spain,Madrid,Arganzuela,021 Imperial,Imperial,,,,2005,3711.0
Spain,Madrid,Arganzuela,022 Las Acacias,Acacias,,,,2005,4178.0
Spain,Madrid,Arganzuela,023 La Chopera,Chopera,,,,2005,3680.0
Spain,Madrid,Arganzuela,024 Legazpi,Legazpi,,,,2005,4083.0
Spain,Madrid,Arganzuela,025 Delicias,Delicias,,,,2005,3882.0
Spain,Madrid,Arganzuela,026 Palos de Moguer,Palos de Moguer,,,,2005,3945.0
Spain,Madrid,Arganzuela,027 Atocha,Atocha,,,,2005,
Spain,Madrid,Retiro,031 Pacífico,Pacífico,,,,2005,4142.0
Spain,Madrid,Retiro,032 Adelfas,Adelfas,,,,2005,3945.0
Spain,Madrid,Retiro,033 Estrella,Estrella,,,,2005,4016.0
Spain,Madrid,Retiro,034 Ibiza,Ibiza,,,,2005,4582.0
Spain,Madrid,Retiro,035 Jerónimos,Jerónimos,,,,2005,5190.0
Spain,Madrid,Retiro,036 Niño Jesús,Niño Jesús,,,,2005,4638.0
Spain,Madrid,Salamanca,041 Recoletos,Recoletos,,,,2005,6055.0
Spain,Madrid,Salamanca,042 Goya,Goya,,,,2005,4637.0
Spain,Madrid,Salamanca,043 Fuente del Berro,Fuente del Berro,,,,2005,4239.0
Spain,Madrid,Salamanca,044 Guindalera,Guindalera,,,,2005,4120.0
Spain,Madrid,Salamanca,045 Lista,Lista,,,,2005,4961.0
Spain,Madrid,Salamanca,046 Castellana,Castellana,,,,2005,5591.0
Spain,Madrid,Chamartín,051 El Viso,El Viso,,,,2005,5510.0
Spain,Madrid,Chamartín,052 Prosperidad,Prosperidad,,,,2005,4245.0
Spain,Madrid,Chamartín,053 Ciudad Jardín,Ciudad Jardín,,,,2005,4286.0
Spain,Madrid,Chamartín,054 Hispanoamérica,Bernabéu-Hispanoamérica,,,,2005,5129.0
Spain,Madrid,Chamartín,055 Nueva España,Nueva España,,,,2005,5533.0
Spain,Madrid,Chamartín,056 Castilla,Castilla,,,,2005,4486.0
Spain,Madrid,Tetuán,061 Bellas Vistas,Bellas Vistas,,,,2005,3895.0
Spain,Madrid,Tetuán,062 Cuatro Caminos,Cuatro Caminos,,,,2005,4312.0
Spain,Madrid,Tetuán,063 Castillejos,Cuzco-Castillejos,,,,2005,4494.0
Spain,Madrid,Tetuán,064 Almenara,Ventilla-Almenara,,,,2005,3879.0
Spain,Madrid,Tetuán,065 Valdeacederas,Valdeacederas,,,,2005,3743.0
Spain,Madrid,Tetuán,066 Berruguete,Berruguete,,,,2005,3733.0
Spain,Madrid,Chamberí,071 Gaztambide,Gaztambide,,,,2005,4634.0
Spain,Madrid,Chamberí,072 Arapiles,Arapiles,,,,2005,4547.0
Spain,Madrid,Chamberí,073 Trafalgar,Trafalgar,,,,2005,5037.0
Spain,Madrid,Chamberí,074 Almagro,Almagro,,,,2005,5727.0
Spain,Madrid,Chamberí,075 Ríos Rosas,Nuevos Ministerios-Ríos Rosas,,,,2005,4406.0
Spain,Madrid,Chamberí,076 Vallehermoso,Vallehermoso,,,,2005,4671.0
Spain,Madrid,Fuencarral-El Pardo,081 El Pardo,El Pardo,,,,2005,
Spain,Madrid,Fuencarral-El Pardo,082 Fuentelarreina,Fuentelarreina,,,,2005,
Spain,Madrid,Fuencarral-El Pardo,083 Peña Grande,Peñagrande,,,,2005,3793.0
Spain,Madrid,Fuencarral-El Pardo,084 El Pilar,Pilar,,,,2005,3696.0
Spain,Madrid,Fuencarral-El Pardo,085 La Paz,La Paz,,,,2005,3884.0
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,Tres Olivos,40.499431,-3.69177,2005,
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,PAU Las Tablas,40.50596,-3.670523,2005,
Spain,Madrid,Fuencarral-El Pardo,087 Mirasierra,Mirasierra,,,,2005,4016.0
Spain,Madrid,Fuencarral-El Pardo,088 El Goloso,El Goloso,,,,2005,
Spain,Madrid,Moncloa-Aravaca,091 Casa de Campo,Casa de Campo,,,,2005,4499.0
Spain,Madrid,Moncloa-Aravaca,092 Argüelles,Argüelles,,,,2005,4468.0
Spain,Madrid,Moncloa-Aravaca,093 Ciudad Universitaria,Ciudad Universitaria,,,,2005,4075.0
Spain,Madrid,Moncloa-Aravaca,094 Valdezarza,Valdezarza,,,,2005,3822.0
Spain,Madrid,Moncloa-Aravaca,095 Valdemarín,Valdemarín,,,,2005,4412.0
Spain,Madrid,Moncloa-Aravaca,096 El Plantío,El Plantío,,,,2005,
Spain,Madrid,Moncloa-Aravaca,097 Aravaca,Aravaca,,,,2005,4000.0
Spain,Madrid,Latina,101 Los Cármenes,Los Cármenes,,,,2005,3274.0
Spain,Madrid,Latina,102 Puerta del Ángel,Puerta del Angel,,,,2005,3363.0
Spain,Madrid,Latina,103 Lucero,Lucero,,,,2005,3257.0
Spain,Madrid,Latina,104 Aluche,Aluche,,,,2005,3125.0
Spain,Madrid,Latina,105 Campamento,Campamento,,,,2005,3112.0
Spain,Madrid,Latina,106 Cuatro Vientos,Cuatro Vientos,,,,2005,
Spain,Madrid,Latina,107 Las Águilas,Las Águilas,,,,2005,3068.0
Spain,Madrid,Carabanchel,111 Comillas,Comillas,,,,2005,3177.0
Spain,Madrid,Carabanchel,112 Opañel,Opañel,,,,2005,2954.0
Spain,Madrid,Carabanchel,113 San Isidro,San Isidro,,,,2005,3219.0
Spain,Madrid,Carabanchel,114 Vista Alegre,Vista Alegre,,,,2005,3219.0
Spain,Madrid,Carabanchel,115 Puerta Bonita,Puerta Bonita,,,,2005,3150.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,,,,2005,3339.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,PAU de Carabanchel,40.364258,-3.761437,2005,
Spain,Madrid,Carabanchel,117 Abrantes,Abrantes,,,,2005,3171.0
Spain,Madrid,Usera,121 Orcasitas,Orcasitas,,,,2005,2982.0
Spain,Madrid,Usera,122 Orcasur,12 de Octubre-Orcasur,,,,2005,
Spain,Madrid,Usera,123 San Fermín,San Fermín,,,,2005,2921.0
