Country,City,District,Neighborhood,Neighborhood_lookup,Subdivision,Lat,Lon,Year,Price/m2
Spain,Madrid,Usera,124 Almendrales,Almendrales,,,,2005,3177.0
Spain,Madrid,Usera,125 Moscardó,Moscardó,,,,2005,3232.0
Spain,Madrid,Usera,126 Zofío,Zofío,,,,2005,3062.0
Spain,Madrid,Usera,127 Pradolongo,Pradolongo,,,,2005,3231.0
Spain,Madrid,Puente de Vallecas,131 Entrevías,Entrevías,,,,2005,2874.0
Spain,Madrid,Puente de Vallecas,132 San Diego,San Diego,,,,2005,3257.0
Spain,Madrid,Puente de Vallecas,133 Palomeras Bajas,Palomeras Bajas,,,,2005,3243.0
Spain,Madrid,Puente de Vallecas,134 Palomeras Sureste,Palomeras Sureste,,,,2005,3112.0
Spain,Madrid,Puente de Vallecas,135 Portazgo,Portazgo,,,,2005,3138.0
Spain,Madrid,Puente de Vallecas,136 Numancia,Numancia,,,,2005,3270.0
Spain,Madrid,Moratalaz,141 Pavones,Pavones,,,,2005,3098.0
Spain,Madrid,Moratalaz,142 Horcajo,Horcajo,,,,2005,
Spain,Madrid,Moratalaz,143 Marroquina,Marroquina,,,,2005,3506.0
Spain,Madrid,Moratalaz,144 Media Legua,Media Legua,,,,2005,3682.0
Spain,Madrid,Moratalaz,145 Fontarrón,Fontarrón,,,,2005,3133.0
Spain,Madrid,Moratalaz,146 Vinateros,Vinateros,,,,2005,3214.0
Spain,Madrid,Ciudad Lineal,151 Ventas,Ventas,,,,2005,3514.0
Spain,Madrid,Ciudad Lineal,152 Pueblo Nuevo,Pueblo Nuevo,,,,2005,3395.0
Spain,Madrid,Ciudad Lineal,153 Quintana,Quintana,,,,2005,3894.0
Spain,Madrid,Ciudad Lineal,154 Concepción,Concepción,,,,2005,3792.0
Spain,Madrid,Ciudad Lineal,155 San Pascual,San Pascual,,,,2005,4224.0
Spain,Madrid,Ciudad Lineal,156 San Juan Bautista,San Juan Bautista,,,,2005,4577.0
Spain,Madrid,Ciudad Lineal,157 Colina,Colina,,,,2005,4523.0
Spain,Madrid,Ciudad Lineal,158 Atalaya,Atalaya,,,,2005,4898.0
Spain,Madrid,Ciudad Lineal,159 Costillares,Costillares,,,,2005,4246.0
Spain,Madrid,Hortaleza,161 Palomas,Palomas,,,,2005,4333.0
Spain,Madrid,Hortaleza,162 Piovera,Conde Orgaz-Piovera,,,,2005,4879.0
Spain,Madrid,Hortaleza,163 Canillas,Canillas,,,,2005,3863.0
Spain,Madrid,Hortaleza,164 Pinar del Rey,Pinar del Rey,,,,2005,3506.0
Spain,Madrid,Hortaleza,165 Apóstol Santiago,Apóstol Santiago,,,,2005,3252.0
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,PAU Sanchinarro,40.493694,-3.660339,2005,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Valdebebas – Valdefuentes,40.482496,-3.616277,2005,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Virgen del Cortijo – Manoteras,40.487688,-3.660896,2005,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,El Encinar de los Reyes,40.507724,-3.644881,2005,
Spain,Madrid,Villaverde,171 San Andrés,San Andrés,,,,2005,2800.0
Spain,Madrid,Villaverde,172 San Cristóbal,San Cristóbal,,,,2005,2312.0
Spain,Madrid,Villaverde,173 Butarque,Butarque,,,,2005,2779.0
Spain,Madrid,Villaverde,174 Los Rosales,Los Rosales,,,,2005,2975.0
Spain,Madrid,Villaverde,175 Los Ángeles,Los Ángeles,,,,2005,2908.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,,,,2005,3084.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,Ensanche de Vallecas – Valdecarros,40.368166,-3.610482,2005,
Spain,Madrid,Villa de Vallecas,182 Santa Eugenia,Santa Eugenia,,,,2005,3048.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,,,,2005,3471.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,Valdebernardo – Valderribas,40.401672,-3.621428,2005,
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,El Cañaveral - Los Berrocales,40.401441,-3.552554,2005,
Spain,Madrid,Vicálvaro,192 Ambroz,Ambroz,,,,2005,3059.0
Spain,Madrid,San Blas-Canillejas,201 Simancas,Simancas,,,,2005,3771.0
Spain,Madrid,San Blas-Canillejas,202 Hellín,Hellín,,,,2005,3029.0
Spain,Madrid,San Blas-Canillejas,203 Amposta,Amposta,,,,2005,2961.0
Spain,Madrid,San Blas-Canillejas,204 Arcos,Arcos,,,,2005,3113.0
Spain,Madrid,San Blas-Canillejas,205 Rosas,Rosas,,,,2005,3772.0
Spain,Madrid,San Blas-Canillejas,206 Rejas,Rejas,,,,2005,3587.0
Spain,Madrid,San Blas-Canillejas,207 Canillejas,Canillejas,,,,2005,3185.0
Spain,Madrid,San Blas-Canillejas,208 El Salvador,Salvador,,,,2005,3877.0
Spain,Madrid,Barajas,211 Alameda de Osuna,Alameda de Osuna,,,,2005,3558.0
Spain,Madrid,Barajas,212 Aeropuerto,Aeropuerto,,,,2005,3479.0
Spain,Madrid,Barajas,213 Casco Histórico de Barajas,Casco Histórico de Barajas,,,,2005,3022.0
Spain,Madrid,Barajas,214 Timón,Timón,,,,2005,3567.0
Spain,Madrid,Barajas,215 Corralejos,Campo de las Naciones-Corralejos,,,,2005,4232.0
Spain,Madrid,Centro,011 Palacio,Palacio,,,,2006,4555.0
Spain,Madrid,Centro,012 Embajadores,Lavapiés-Embajadores,,,,2006,4252.0
Spain,Madrid,Centro,013 Cortes,Huertas-Cortes,,,,2006,4858.0
Spain,Madrid,Centro,014 Justicia,Chueca-Justicia,,,,2006,4967.0
Spain,Madrid,Centro,015 Universidad,Malasaña-Universidad,,,,2006,4602.0
Spain,Madrid,Centro,016 Sol,Sol,,,,2006,4627.0
Spain,Madrid,Arganzuela,021 Imperial,Imperial,,,,2006,4254.0
Spain,Madrid,Arganzuela,022 Las Acacias,Acacias,,,,2006,4453.0
Spain,Madrid,Arganzuela,023 La Chopera,Chopera,,,,2006,3972.0
Spain,Madrid,Arganzuela,024 Legazpi,Legazpi,,,,2006,4251.0
Spain,Madrid,Arganzuela,025 Delicias,Delicias,,,,2006,4295.0
Spain,Madrid,Arganzuela,026 Palos de Moguer,Palos de Moguer,,,,2006,4246.0
Spain,Madrid,Arganzuela,027 Atocha,Atocha,,,,2006,
Spain,Madrid,Retiro,031 Pacífico,Pacífico,,,,2006,4431.0
Spain,Madrid,Retiro,032 Adelfas,Adelfas,,,,2006,4436.0
Spain,Madrid,Retiro,033 Estrella,Estrella,,,,2006,4339.0
Spain,Madrid,Retiro,034 Ibiza,Ibiza,,,,2006,4991.0
Spain,Madrid,Retiro,035 Jerónimos,Jerónimos,,,,2006,5795.0
Spain,Madrid,Retiro,036 Niño Jesús,Niño Jesús,,,,2006,4916.0
Spain,Madrid,Salamanca,041 Recoletos,Recoletos,,,,2006,7015.0
Spain,Madrid,Salamanca,042 Goya,Goya,,,,2006,5121.0
Spain,Madrid,Salamanca,043 Fuente del Berro,Fuente del Berro,,,,2006,4518.0
Spain,Madrid,Salamanca,044 Guindalera,Guindalera,,,,2006,4415.0
Spain,Madrid,Salamanca,045 Lista,Lista,,,,2006,5299.0
Spain,Madrid,Salamanca,046 Castellana,Castellana,,,,2006,6135.0
Spain,Madrid,Chamartín,051 El Viso,El Viso,,,,2006,6249.0
Spain,Madrid,Chamartín,052 Prosperidad,Prosperidad,,,,2006,4345.0
Spain,Madrid,Chamartín,053 Ciudad Jardín,Ciudad Jardín,,,,2006,4691.0
Spain,Madrid,Chamartín,054 Hispanoamérica,Bernabéu-Hispanoamérica,,,,2006,5252.0
Spain,Madrid,Chamartín,055 Nueva España,Nueva España,,,,2006,5576.0
Spain,Madrid,Chamartín,056 Castilla,Castilla,,,,2006,4701.0
Spain,Madrid,Tetuán,061 Bellas Vistas,Bellas Vistas,,,,2006,4024.0
Spain,Madrid,Tetuán,062 Cuatro Caminos,Cuatro Caminos,,,,2006,4536.0
Spain,Madrid,Tetuán,063 Castillejos,Cuzco-Castillejos,,,,2006,5049.0
Spain,Madrid,Tetuán,064 Almenara,Ventilla-Almenara,,,,2006,4027.0
Spain,Madrid,Tetuán,065 Valdeacederas,Valdeacederas,,,,2006,3918.0
Spain,Madrid,Tetuán,066 Berruguete,Berruguete,,,,2006,4012.0
Spain,Madrid,Chamberí,071 Gaztambide,Gaztambide,,,,2006,4760.0
Spain,Madrid,Chamberí,072 Arapiles,Arapiles,,,,2006,5043.0
Spain,Madrid,Chamberí,073 Trafalgar,Trafalgar,,,,2006,5224.0
Spain,Madrid,Chamberí,074 Almagro,Almagro,,,,2006,6164.0
Spain,Madrid,Chamberí,075 Ríos Rosas,Nuevos Ministerios-Ríos Rosas,,,,2006,4966.0
Spain,Madrid,Chamberí,076 Vallehermoso,Vallehermoso,,,,2006,4673.0
Spain,Madrid,Fuencarral-El Pardo,081 El Pardo,El Pardo,,,,2006,
Spain,Madrid,Fuencarral-El Pardo,082 Fuentelarreina,Fuentelarreina,,,,2006,
Spain,Madrid,Fuencarral-El Pardo,083 Peña Grande,Peñagrande,,,,2006,4152.0
Spain,Madrid,Fuencarral-El Pardo,084 El Pilar,Pilar,,,,2006,3932.0
Spain,Madrid,Fuencarral-El Pardo,085 La Paz,La Paz,,,,2006,4244.0
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,Tres Olivos,40.499431,-3.69177,2006,
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,PAU Las Tablas,40.50596,-3.670523,2006,
Spain,Madrid,Fuencarral-El Pardo,087 Mirasierra,Mirasierra,,,,2006,4239.0
Spain,Madrid,Fuencarral-El Pardo,088 El Goloso,El Goloso,,,,2006,
Spain,Madrid,Moncloa-Aravaca,091 Casa de Campo,Casa de Campo,,,,2006,4408.0
Spain,Madrid,Moncloa-Aravaca,092 Argüelles,Argüelles,,,,2006,4826.0
Spain,Madrid,Moncloa-Aravaca,093 Ciudad Universitaria,Ciudad Universitaria,,,,2006,4543.0
Spain,Madrid,Moncloa-Aravaca,094 Valdezarza,Valdezarza,,,,2006,4071.0
Spain,Madrid,Moncloa-Aravaca,095 Valdemarín,Valdemarín,,,,2006,5056.0
Spain,Madrid,Moncloa-Aravaca,096 El Plantío,El Plantío,,,,2006,
Spain,Madrid,Moncloa-Aravaca,097 Aravaca,Aravaca,,,,2006,4427.0
Spain,Madrid,Latina,101 Los Cármenes,Los Cármenes,,,,2006,3665.0
Spain,Madrid,Latina,102 Puerta del Ángel,Puerta del Angel,,,,2006,3501.0
Spain,Madrid,Latina,103 Lucero,Lucero,,,,2006,3433.0
Spain,Madrid,Latina,104 Aluche,Aluche,,,,2006,3444.0
Spain,Madrid,Latina,105 Campamento,Campamento,,,,2006,3448.0
Spain,Madrid,Latina,106 Cuatro Vientos,Cuatro Vientos,,,,2006,
Spain,Madrid,Latina,107 Las Águilas,Las Águilas,,,,2006,3303.0
Spain,Madrid,Carabanchel,111 Comillas,Comillas,,,,2006,3429.0
Spain,Madrid,Carabanchel,112 Opañel,Opañel,,,,2006,3542.0
Spain,Madrid,Carabanchel,113 San Isidro,San Isidro,,,,2006,3502.0
Spain,Madrid,Carabanchel,114 Vista Alegre,Vista Alegre,,,,2006,3439.0
Spain,Madrid,Carabanchel,115 Puerta Bonita,Puerta Bonita,,,,2006,3263.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,,,,2006,3532.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,PAU de Carabanchel,40.364258,-3.761437,2006,
Spain,Madrid,Carabanchel,117 Abrantes,Abrantes,,,,2006,3243.0
Spain,Madrid,Usera,121 Orcasitas,Orcasitas,,,,2006,3225.0
Spain,Madrid,Usera,122 Orcasur,12 de Octubre-Orcasur,,,,2006,
Spain,Madrid,Usera,123 San Fermín,San Fermín,,,,2006,3102.0
Spain,Madrid,Usera,124 Almendrales,Almendrales,,,,2006,3381.0
Spain,Madrid,Usera,125 Moscardó,Moscardó,,,,2006,3338.0
Spain,Madrid,Usera,126 Zofío,Zofío,,,,2006,3411.0
Spain,Madrid,Usera,127 Pradolongo,Pradolongo,,,,2006,3630.0
Spain,Madrid,Puente de Vallecas,131 Entrevías,Entrevías,,,,2006,3194.0
Spain,Madrid,Puente de Vallecas,132 San Diego,San Diego,,,,2006,3387.0
Spain,Madrid,Puente de Vallecas,133 Palomeras Bajas,Palomeras Bajas,,,,2006,3560.0
Spain,Madrid,Puente de Vallecas,134 Palomeras Sureste,Palomeras Sureste,,,,2006,3367.0
Spain,Madrid,Puente de Vallecas,135 Portazgo,Portazgo,,,,2006,3293.0
Spain,Madrid,Puente de Vallecas,136 Numancia,Numancia,,,,2006,3490.0
Spain,Madrid,Moratalaz,141 Pavones,Pavones,,,,2006,3398.0
Spain,Madrid,Moratalaz,142 Horcajo,Horcajo,,,,2006,
Spain,Madrid,Moratalaz,143 Marroquina,Marroquina,,,,2006,3938.0
Spain,Madrid,Moratalaz,144 Media Legua,Media Legua,,,,2006,3613.0
Spain,Madrid,Moratalaz,145 Fontarrón,Fontarrón,,,,2006,3459.0
Spain,Madrid,Moratalaz,146 Vinateros,Vinateros,,,,2006,3506.0
Spain,Madrid,Ciudad Lineal,151 Ventas,Ventas,,,,2006,3712.0
Spain,Madrid,Ciudad Lineal,152 Pueblo Nuevo,Pueblo Nuevo,,,,2006,3568.0
Spain,Madrid,Ciudad Lineal,153 Quintana,Quintana,,,,2006,4033.0
Spain,Madrid,Ciudad Lineal,154 Concepción,Concepción,,,,2006,4110.0
Spain,Madrid,Ciudad Lineal,155 San Pascual,San Pascual,,,,2006,4295.0
Spain,Madrid,Ciudad Lineal,156 San Juan Bautista,San Juan Bautista,,,,2006,4762.0
Spain,Madrid,Ciudad Lineal,157 Colina,Colina,,,,2006,4605.0
Spain,Madrid,Ciudad Lineal,158 Atalaya,Atalaya,,,,2006,4978.0
Spain,Madrid,Ciudad Lineal,159 Costillares,Costillares,,,,2006,4717.0
Spain,Madrid,Hortaleza,161 Palomas,Palomas,,,,2006,4885.0
Spain,Madrid,Hortaleza,162 Piovera,Conde Orgaz-Piovera,,,,2006,5246.0
Spain,Madrid,Hortaleza,163 Canillas,Canillas,,,,2006,4006.0
Spain,Madrid,Hortaleza,164 Pinar del Rey,Pinar del Rey,,,,2006,3843.0
Spain,Madrid,Hortaleza,165 Apóstol Santiago,Apóstol Santiago,,,,2006,3600.0
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,PAU Sanchinarro,40.493694,-3.660339,2006,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Valdebebas – Valdefuentes,40.482496,-3.616277,2006,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Virgen del Cortijo – Manoteras,40.487688,-3.660896,2006,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,El Encinar de los Reyes,40.507724,-3.644881,2006,
Spain,Madrid,Villaverde,171 San Andrés,San Andrés,,,,2006,3153.0
Spain,Madrid,Villaverde,172 San Cristóbal,San Cristóbal,,,,2006,2777.0
Spain,Madrid,Villaverde,173 Butarque,Butarque,,,,2006,3039.0
Spain,Madrid,Villaverde,174 Los Rosales,Los Rosales,,,,2006,3071.0
Spain,Madrid,Villaverde,175 Los Ángeles,Los Ángeles,,,,2006,3095.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,,,,2006,3460.0
Spain,Madrid,Villa de Vallecas,181 Casco Histórico de Vallecas,Casco Histórico de Vallecas,Ensanche de Vallecas – Valdecarros,40.368166,-3.610482,2006,
Spain,Madrid,Villa de Vallecas,182 Santa Eugenia,Santa Eugenia,,,,2006,3207.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,,,,2006,3446.0
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,Valdebernardo – Valderribas,40.401672,-3.621428,2006,
Spain,Madrid,Vicálvaro,191 Casco Histórico de Vicálvaro,Casco Histórico de Vicálvaro,El Cañaveral - Los Berrocales,40.401441,-3.552554,2006,
Spain,Madrid,Vicálvaro,192 Ambroz,Ambroz,,,,2006,3225.0
Spain,Madrid,San Blas-Canillejas,201 Simancas,Simancas,,,,2006,3773.0
Spain,Madrid,San Blas-Canillejas,202 Hellín,Hellín,,,,2006,2967.0
Spain,Madrid,San Blas-Canillejas,203 Amposta,Amposta,,,,2006,3545.0
Spain,Madrid,San Blas-Canillejas,204 Arcos,Arcos,,,,2006,3303.0
Spain,Madrid,San Blas-Canillejas,205 Rosas,Rosas,,,,2006,3927.0
Spain,Madrid,San Blas-Canillejas,206 Rejas,Rejas,,,,2006,3833.0
Spain,Madrid,San Blas-Canillejas,207 Canillejas,Canillejas,,,,2006,3382.0
Spain,Madrid,San Blas-Canillejas,208 El Salvador,Salvador,,,,2006,3953.0
Spain,Madrid,Barajas,211 Alameda de Osuna,Alameda de Osuna,,,,2006,3744.0
Spain,Madrid,Barajas,212 Aeropuerto,Aeropuerto,,,,2006,3542.0
Spain,Madrid,Barajas,213 Casco Histórico de Barajas,Casco Histórico de Barajas,,,,2006,3388.0
Spain,Madrid,Barajas,214 Timón,Timón,,,,2006,3945.0
Spain,Madrid,Barajas,215 Corralejos,Campo de las Naciones-Corralejos,,,,2006,4416.0
Spain,Madrid,Centro,011 Palacio,Palacio,,,,2007,4807.0
Spain,Madrid,Centro,012 Embajadores,Lavapiés-Embajadores,,,,2007,4394.0
Spain,Madrid,Centro,013 Cortes,Huertas-Cortes,,,,2007,4922.0
Spain,Madrid,Centro,014 Justicia,Chueca-Justicia,,,,2007,5027.0
Spain,Madrid,Centro,015 Universidad,Malasaña-Universidad,,,,2007,4747.0
Spain,Madrid,Centro,016 Sol,Sol,,,,2007,4876.0
Spain,Madrid,Arganzuela,021 Imperial,Imperial,,,,2007,4240.0
Spain,Madrid,Arganzuela,022 Las Acacias,Acacias,,,,2007,4309.0
Spain,Madrid,Arganzuela,023 La Chopera,Chopera,,,,2007,3942.0
Spain,Madrid,Arganzuela,024 Legazpi,Legazpi,,,,2007,4261.0
Spain,Madrid,Arganzuela,025 Delicias,Delicias,,,,2007,4138.0
Spain,Madrid,Arganzuela,026 Palos de Moguer,Palos de Moguer,,,,2007,4083.0
Spain,Madrid,Arganzuela,027 Atocha,Atocha,,,,2007,
Spain,Madrid,Retiro,031 Pacífico,Pacífico,,,,2007,4490.0
Spain,Madrid,Retiro,032 Adelfas,Adelfas,,,,2007,4555.0
Spain,Madrid,Retiro,033 Estrella,Estrella,,,,2007,4523.0
Spain,Madrid,Retiro,034 Ibiza,Ibiza,,,,2007,4953.0
Spain,Madrid,Retiro,035 Jerónimos,Jerónimos,,,,2007,5790.0
Spain,Madrid,Retiro,036 Niño Jesús,Niño Jesús,,,,2007,5284.0
Spain,Madrid,Salamanca,041 Recoletos,Recoletos,,,,2007,7084.0
Spain,Madrid,Salamanca,042 Goya,Goya,,,,2007,5328.0
Spain,Madrid,Salamanca,043 Fuente del Berro,Fuente del Berro,,,,2007,4678.0
Spain,Madrid,Salamanca,044 Guindalera,Guindalera,,,,2007,4557.0
Spain,Madrid,Salamanca,045 Lista,Lista,,,,2007,5483.0
Spain,Madrid,Salamanca,046 Castellana,Castellana,,,,2007,6237.0
Spain,Madrid,Chamartín,051 El Viso,El Viso,,,,2007,6274.0
Spain,Madrid,Chamartín,052 Prosperidad,Prosperidad,,,,2007,4619.0
Spain,Madrid,Chamartín,053 Ciudad Jardín,Ciudad Jardín,,,,2007,4785.0
Spain,Madrid,Chamartín,054 Hispanoamérica,Bernabéu-Hispanoamérica,,,,2007,5663.0
Spain,Madrid,Chamartín,055 Nueva España,Nueva España,,,,2007,5916.0
Spain,Madrid,Chamartín,056 Castilla,Castilla,,,,2007,4884.0
Spain,Madrid,Tetuán,061 Bellas Vistas,Bellas Vistas,,,,2007,3914.0
Spain,Madrid,Tetuán,062 Cuatro Caminos,Cuatro Caminos,,,,2007,4383.0
Spain,Madrid,Tetuán,063 Castillejos,Cuzco-Castillejos,,,,2007,4815.0
Spain,Madrid,Tetuán,064 Almenara,Ventilla-Almenara,,,,2007,4104.0
Spain,Madrid,Tetuán,065 Valdeacederas,Valdeacederas,,,,2007,4003.0
Spain,Madrid,Tetuán,066 Berruguete,Berruguete,,,,2007,4001.0
Spain,Madrid,Chamberí,071 Gaztambide,Gaztambide,,,,2007,5068.0
Spain,Madrid,Chamberí,072 Arapiles,Arapiles,,,,2007,5125.0
Spain,Madrid,Chamberí,073 Trafalgar,Trafalgar,,,,2007,5401.0
Spain,Madrid,Chamberí,074 Almagro,Almagro,,,,2007,6191.0
Spain,Madrid,Chamberí,075 Ríos Rosas,Nuevos Ministerios-Ríos Rosas,,,,2007,5243.0
Spain,Madrid,Chamberí,076 Vallehermoso,Vallehermoso,,,,2007,5066.0
Spain,Madrid,Fuencarral-El Pardo,081 El Pardo,El Pardo,,,,2007,
Spain,Madrid,Fuencarral-El Pardo,082 Fuentelarreina,Fuentelarreina,,,,2007,4271.0
Spain,Madrid,Fuencarral-El Pardo,083 Peña Grande,Peñagrande,,,,2007,4075.0
Spain,Madrid,Fuencarral-El Pardo,084 El Pilar,Pilar,,,,2007,3957.0
Spain,Madrid,Fuencarral-El Pardo,085 La Paz,La Paz,,,,2007,4242.0
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,Tres Olivos,40.499431,-3.69177,2007,
Spain,Madrid,Fuencarral-El Pardo,086 Valverde,Valverde,PAU Las Tablas,40.50596,-3.670523,2007,
Spain,Madrid,Fuencarral-El Pardo,087 Mirasierra,Mirasierra,,,,2007,4364.0
Spain,Madrid,Fuencarral-El Pardo,088 El Goloso,El Goloso,,,,2007,4092.0
Spain,Madrid,Moncloa-Aravaca,091 Casa de Campo,Casa de Campo,,,,2007,4403.0
Spain,Madrid,Moncloa-Aravaca,092 Argüelles,Argüelles,,,,2007,4889.0
Spain,Madrid,Moncloa-Aravaca,093 Ciudad Universitaria,Ciudad Universitaria,,,,2007,4675.0
Spain,Madrid,Moncloa-Aravaca,094 Valdezarza,Valdezarza,,,,2007,4227.0
Spain,Madrid,Moncloa-Aravaca,095 Valdemarín,Valdemarín,,,,2007,5254.0
Spain,Madrid,Moncloa-Aravaca,096 El Plantío,El Plantío,,,,2007,
Spain,Madrid,Moncloa-Aravaca,097 Aravaca,Aravaca,,,,2007,4478.0
Spain,Madrid,Latina,101 Los Cármenes,Los Cármenes,,,,2007,3428.0
Spain,Madrid,Latina,102 Puerta del Ángel,Puerta del Angel,,,,2007,3336.0
Spain,Madrid,Latina,103 Lucero,Lucero,,,,2007,3343.0
Spain,Madrid,Latina,104 Aluche,Aluche,,,,2007,3303.0
Spain,Madrid,Latina,105 Campamento,Campamento,,,,2007,3299.0
Spain,Madrid,Latina,106 Cuatro Vientos,Cuatro Vientos,,,,2007,
Spain,Madrid,Latina,107 Las Águilas,Las Águilas,,,,2007,3291.0
Spain,Madrid,Carabanchel,111 Comillas,Comillas,,,,2007,3400.0
Spain,Madrid,Carabanchel,112 Opañel,Opañel,,,,2007,3379.0
Spain,Madrid,Carabanchel,113 San Isidro,San Isidro,,,,2007,3317.0
Spain,Madrid,Carabanchel,114 Vista Alegre,Vista Alegre,,,,2007,3278.0
Spain,Madrid,Carabanchel,115 Puerta Bonita,Puerta Bonita,,,,2007,3193.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,,,,2007,3368.0
Spain,Madrid,Carabanchel,116 Buenavista,Buenavista,PAU de Carabanchel,40.364258,-3.761437,2007,
Spain,Madrid,Carabanchel,117 Abrantes,Abrantes,,,,2007,3311.0
Spain,Madrid,Usera,121 Orcasitas,Orcasitas,,,,2007,3076.0
Spain,Madrid,Usera,122 Orcasur,12 de Octubre-Orcasur,,,,2007,3228.0
Spain,Madrid,Usera,123 San Fermín,San Fermín,,,,2007,3086.0
Spain,Madrid,Usera,124 Almendrales,Almendrales,,,,2007,3212.0
Spain,Madrid,Usera,125 Moscardó,Moscardó,,,,2007,3250.0
Spain,Madrid,Usera,126 Zofío,Zofío,,,,2007,3279.0
Spain,Madrid,Usera,127 Pradolongo,Pradolongo,,,,2007,3375.0
Spain,Madrid,Puente de Vallecas,131 Entrevías,Entrevías,,,,2007,3059.0
Spain,Madrid,Puente de Vallecas,132 San Diego,San Diego,,,,2007,3225.0
Spain,Madrid,Puente de Vallecas,133 Palomeras Bajas,Palomeras Bajas,,,,2007,3232.0
Spain,Madrid,Puente de Vallecas,134 Palomeras Sureste,Palomeras Sureste,,,,2007,3253.0
Spain,Madrid,Puente de Vallecas,135 Portazgo,Portazgo,,,,2007,3273.0
Spain,Madrid,Puente de Vallecas,136 Numancia,Numancia,,,,2007,3303.0
Spain,Madrid,Moratalaz,141 Pavones,Pavones,,,,2007,3290.0
Spain,Madrid,Moratalaz,142 Horcajo,Horcajo,,,,2007,
Spain,Madrid,Moratalaz,143 Marroquina,Marroquina,,,,2007,3745.0
Spain,Madrid,Moratalaz,144 Media Legua,Media Legua,,,,2007,3558.0
Spain,Madrid,Moratalaz,145 Fontarrón,Fontarrón,,,,2007,3315.0
Spain,Madrid,Moratalaz,146 Vinateros,Vinateros,,,,2007,3478.0
Spain,Madrid,Ciudad Lineal,151 Ventas,Ventas,,,,2007,3691.0
Spain,Madrid,Ciudad Lineal,152 Pueblo Nuevo,Pueblo Nuevo,,,,2007,3568.0
Spain,Madrid,Ciudad Lineal,153 Quintana,Quintana,,,,2007,3861.0
Spain,Madrid,Ciudad Lineal,154 Concepción,Concepción,,,,2007,3975.0
Spain,Madrid,Ciudad Lineal,155 San Pascual,San Pascual,,,,2007,4397.0
Spain,Madrid,Ciudad Lineal,156 San Juan Bautista,San Juan Bautista,,,,2007,4526.0
Spain,Madrid,Ciudad Lineal,157 Colina,Colina,,,,2007,4612.0
Spain,Madrid,Ciudad Lineal,158 Atalaya,Atalaya,,,,2007,5061.0
Spain,Madrid,Ciudad Lineal,159 Costillares,Costillares,,,,2007,4474.0
Spain,Madrid,Hortaleza,161 Palomas,Palomas,,,,2007,5124.0
Spain,Madrid,Hortaleza,162 Piovera,Conde Orgaz-Piovera,,,,2007,5432.0
Spain,Madrid,Hortaleza,163 Canillas,Canillas,,,,2007,4088.0
Spain,Madrid,Hortaleza,164 Pinar del Rey,Pinar del Rey,,,,2007,3754.0
Spain,Madrid,Hortaleza,165 Apóstol Santiago,Apóstol Santiago,,,,2007,3498.0
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,PAU Sanchinarro,40.493694,-3.660339,2007,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Valdebebas – Valdefuentes,40.482496,-3.616277,2007,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,Virgen del Cortijo – Manoteras,40.487688,-3.660896,2007,
Spain,Madrid,Hortaleza,166 Valdefuentes,Valdefuentes,El Encinar de los Reyes,40.507724,-3.644881,2007,
Spain,Madrid,Villaverde,171 San Andrés,San Andrés,,,,2007,2985.0
Spain,Madrid,Villaverde,172 San Cristóbal,San Cristóbal,,,,2007,2796.0
Spain,Madrid,Villaverde,173 Butarque,Butarque,,,,2007,3065.0
Spain,Madrid,Villaverde,174 Los Rosales,Los Rosales,,,,2007,3064.0
Spain,Madrid,Villaverde,175 Los Ángeles,Los Ángeles,,,,2007,2992.0
